sentence,sentiment
sebi to seek extra funds for investor programmes,0
sponda will record a profit from the sale of 8 5 mln euro 12 4 mln,1
bonds little changed treasury bills auction in focus,0
strong pipeline of films low risk business model drives net profit of eros international,1
larsen toubro net profit up 35 per cent to rs 894 crore below estimates,1
liquidity overhang hits sbi margin net flat at rs 2 479cr,2
oil prices rebound in asia,1
finnish printed circuit boards pcbs maker aspocomp group oyj said on december 4 2006 it named henry gilchrist senior vice president of the group s asian operations as of january 8 2007,0
among the biggest christmas sellers were a 35 satin bow shift dress styled on outfits worn by victoria beckham and a 75 paris hilton prom dress,0
cover up all positions for sbi mitesh thacker,0
chinese stocks hit fresh 7 year high despite rush of ipos,1
ample stocks drag down mentha oil futures by 1 51,2
three psbs to raise rs 4 500 cr in perpetual bonds,0
aldata solution a global company engaged in supplier to consumer business process optimization has announced the details of its dollars for dinosaurs program,0
d street could move 2 on either side on thursdays fed outcome,0
sbi to submit revised proposal on rights issue in june,0
turnover rose to eur21m from eur17m,1
era infra engineering plunges into red on lower sales,2
ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna finland,1
iea sees much higher demand for opec oil for rest of 2014,1
operating loss totalled eur 4 0 mn compared to a profit of eur 8 6 mn in the second quarter of 2008,2
mid caps yield from sips higher than large cap funds,1
nifty likely to revisit 7450 7500 support levels mitesh thacker,0
downside of 105 110 levels possible for pfc ashwani gujral,2
pepper futures rise on spot demand,1
global lng asian prices continue to slide on weak demand,2
metso s delivery will include a complete coated board line with related air systems and two winders,0
the company does not at present hold any of its own shares,0
facing a rs 2 700 crore loss fis swoop down on bhushan steel,2
balfour beatty plc set to reinstate dividend and rival national grid plc and centrica plc once more,1
the company s net profit rose 11 4 on the year to 82 2 million euros in 2005 on sales of 686 5 million euros 13 8 up on the year the company said earlier,1
the liquid handling segment offers laboratory equipment and accessories including mechanical and electronic pipettes and disposable tips used in the research institutions universities and hospitals as well as in the pharmaceutical food and other industries under the biohit brand,0
debjani ghosh is intel south asia head,0
management commentaries to sway sentiment on it counters mayuresh joshi,0
mentha oil futures remain weak on sluggish demand,2
atul auto net profit up by 26 at rs 3 87 crore in june quarter,1
the situation of coated magazine printing paper will continue to be weak,2
my wife is looking forward to getting a paycheck again he quipped recently as a six knot current swirled around his anchored and heavily sponsored jet sled,0
break above 8 340 on nifty can trigger 100 point rally on index mitesh thacker,1
marico q2 net up 27 to rs 150 72 crore,1
the company did not distribute a dividend in 2005,0
this includes a eur 39 5 mn change in the fair value of investment properties,0
sebi collates kyc details of nearly two crore investors,0
hong kong shares close mixed on china bank reform plan,0
lic housing finance profit up 37 percent in q2,1
added more bbby jimcramer is wrong about this one still a very profitable merchant with profitable stores,1
idfc will not give immediate gains nitin raheja,0
lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab affecto lietuva for financial systems software package,1
expect nifty to test 6000 in next few months bp singh,0
raisio s malting capacity was in full use in 2008,1
ibm staying strong,1
jbm auto q1 net profit soars 60 per cent,1
infosys can slip to rs 2 700 levels what should investors do,2
we will continue to make it easier for users to explore services on their handsets and will work towards bringing internet to a wider range of devices including mid and low end devices said kallasvuo,0
glaxosmithkline share price slips as fda okays asthma therapy only for adults,2
finnish scanfil a systems supplier and contract manufacturer to the communications sector and the electronics industry reports net sales of eur 49 6 mn in the first quarter of 2009 which are only a per cent smaller than in the corresponding period in 2008,2
dhampur sugar mills net profit up at rs 52 63 crore for march quarter,1
last year the company raised its turnover to approximately 7 million litas eur 2 mln from 6 1 million litas in 2004,1
wall street brightest minds reveal the most important charts in the world,0
dry fruit prices rule steady in tight movements,0
ubs says just over 90 of shares tendered into exchange offer,0
ranbaxy hits 52 week high on ubs upgrade,1
jim rogers buys euros says bailouts will destroy currency,1
zurich insurance considering offer for uk rival rsa insurance,1
sebi mulls fresh checks on mis selling of mutual funds,0
sales in finland decreased by 10 5 in january while sales outside finland dropped by 17,2
nordstjernan will make the offer in approximately one month in september 2007,0
retail investors hit by intra day drop in silver,2
componenta s objective with this agreement is to increase business on its existing production lines,1
investments in product development stood at 6 0 mln euro 8 8 mln,0
icici bank shares fall nearly 2 per cent post earnings,2
finnish sampo bank of danish danske bank group reports profit before taxes of eur 152 3 mn in 2010 up from eur 32 7 mn in 2009,1
cag report gmr infra slips over 3,2
pharmaceutical market in netherlands global research data services published recently a market analysis about the pharmaceutical markets in netherlands,0
rupee at 1 month low weak shares aid,2
lloyds to cut 945 jobs as part of three year restructuring strategy,2
shibulal may succeed kris gopalakrishnan as infosys ceo this april,0
infosys q4 fy14 results 10 takeaways,0
basware invoice processing basware contract matching basware order matching and basware kpi reporting tool are part of the basware s enterprise purchase to pay product suite,0
forex gains drive maruti q1 net up 49 per cent,1
it makes a wide range of mobile devices with services and software that enable people to experience music navigation video television imaging games and business mobility,0
china yuan rises for the 5th day despite weaker fixing,1
multi commodity exchange signs new technology contract with financial technologies india ltd,0
top 12 value picks to choose from in times of global rout sbicap securities,0
government looking to list uti amc to seek nod from arun jaitley in a month sources,0
crude likely to fall to 60 a barrel in near to medium term experts,2
bond yields steady auction results awaited,0
united bank of india plunges over 3 as cmd archana bhargav quits,2
25 march 2011 finnish electronics contract manufacturer scanfil oyj hel scf1v said today its plan to merge wholly owned scanfil ems group with ojala yhtyma oy has hit a snag as shareholders of the domestic rival rejected the deal,2
lic housing finance q3 profit up 38 at rs 326 59 crore,1
hikal reports net profit of rs 5 crore for q1,0
brent falls below 60 for first time since 2009,2
no relief for ranbaxy in the near term five facts,2
crude palm oil futures decline 0 34 on sluggish demand,2
comparable net sales are expected to increase more than 10 in 2008 in line with group target,1
political uncertainty may dampen market mood,2
